"仕入先ｺｰﾄﾞ","仕入先名１","仕入先名２","仕入先名略称","仕入先名索引","郵便番号","住所１","住所２","住所３","カスタマバーコード","電話番号","ＦＡＸ番号","支払先ｺｰﾄﾞ","支払先名","支払先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","支払日１","支払日２","支払日３","支払ｻｲｸﾙ１","支払ｻｲｸﾙ名１","支払ｻｲｸﾙ２","支払ｻｲｸﾙ名２","支払ｻｲｸﾙ３","支払ｻｲｸﾙ名３","支払条件１","支払条件名１","支払条件２","支払条件名２","支払条件３","支払条件名３","金額処理区分名","消費税免税区分名","仕入単価設定区分名","消費税計算区分名","消費税計算単位","消費税分解区分名","支払明細書出力ﾀｲﾌﾟ名","支払明細書出力形式名","仕入先台帳出力形式名","支払消費税算出単位名","期首買掛残高","前回支払残高","相殺得意先ｺｰﾄﾞ","相殺得意先名","日付印字区分名","相手先担当者名","ﾏｽﾀｰ検索表示区分名","注文書出力区分名","個別設定入力行数"
"100209","GROVANA WATCH COMPANY LTD","","GROVANA WATCH COMPAN","ｸﾞﾛﾊﾞﾅｳｫｯﾁ","","BISNACHT WEG42,CH-4456 TENNIKEN","SWITZERLAND","","","41619714255","41619714281","100209","GROVANA WATCH COMPAN","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100210","内田ゴールド　株式会社","","内田ゴールド㈱","ｳﾁﾀﾞｺﾞｰﾙﾄﾞ","111-0043","東京都台東区","駒形1-12-6","","11100431-12-6","03-3864-0001","03-3864-5555","100210","内田ゴールド㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",1215324,613916,"000000","","西暦","","表示","出力対象",0
"100211","有限会社　Roki","","㈲Roki","ﾛｷ","168-0073","東京都杉並区","下高井戸4-35-10","S-CORRIDOR C-1-2","16800734-35-10SC1-2","03-5357-8464","03-5357-8465","100211","㈲Roki","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",56259,0,"000000","","西暦","","表示","出力対象",0
"100212","株式会社　ライテック","","㈱ライテック","ﾗｲﾃｯｸ","111-0053","東京都台東区","浅草橋2-13-9","","11100532-13-9","03-3861-5151","03-3851-2289","100212","㈱ライテック","通常","000018","上野良平",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",199172,170110,"000000","","西暦","","表示","出力対象",0
"100213","坪田パール　株式会社","","坪田パール㈱","ﾂﾎﾞﾀﾊﾟｰﾙ ｶ","130-0005","東京都墨田区","東駒形2-14-12","","13000052-14-12","03-3829-5651","03-3829-5650","100213","坪田パール㈱","通常","000018","上野良平",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",919219,1475675,"000000","","西暦","","表示","出力対象",0
"100214","株式会社　春山商事","","㈱春山商事","ﾊﾙﾔﾏｼｮｳｼﾞ","110-0016","東京都台東区","台東4-13-21","","11000164-13-21","03-3832-6196","03-3832-1486","100214","㈱春山商事","通常","000018","上野良平",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",201418,385945,"000000","","西暦","","表示","出力対象",0
"100215","株式会社　誠時","","㈱誠時","ｾｲｼﾞ","220-0003","神奈川県横浜市西区","楠町16-1","","220000316-1","045-620-3223","045-323-3113","100215","㈱誠時","通常","000018","上野良平",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",722448,393005,"000000","","西暦","","表示","出力対象",0
"100216","ファースト・ランニング株式会社","","ﾌｧｰｽﾄﾗﾝﾆﾝｸﾞ㈱","ﾌｧｰｽﾄ･ﾗﾝﾆﾝ","110-0016","東京都台東区","台東4-24-7","須田ビル3F","11000164-24-7-3","03-5818-5290","03-5818-5390","100216","ﾌｧｰｽﾄﾗﾝﾆﾝｸﾞ㈱","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",2435,2543,"000000","","西暦","","表示","出力対象",0
"100217","株式会社　ベンウイック","","㈱ベンウイック","ﾍﾞﾝｳｲｯｸ","110-0003","東京都台東区","根岸3-22-8","","11000033-22-8","03-3872-0317","03-3872-0373","100217","㈱ベンウイック","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100218","株式会社　JOE","","㈱JOE","ｼﾞｮｳｴ","750-0017","山口県下関市","細江新町2-1","","75000172-1","083-231-2223","083-231-2571","100218","㈱JOE","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100219","株式会社　テソロ","","㈱テソロ","ﾃｿﾛ","244-0805","神奈川県横浜市戸塚区","川上町52-1","ｵﾘﾝﾌﾟｯｸｵﾘｰﾌﾞ東戸塚店2F","244080552-1-2","045-821-0077","045-821-3600","100219","㈱テソロ","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100220","株式会社　内田屋","","㈱内田屋","ｳﾁﾀﾞﾔ","543-0044","大阪府大阪市天王寺区","国分町17-22","","543004417-22","06-6779-6060","06-6779-2420","100220","㈱内田屋","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",6782,1601056,"000000","","西暦","","表示","出力対象",0
"100221","TIME EASY INDUSTRIAL","","TIME EASY INDUSTRIAL","ﾀｲﾑｲｰｼﾞｰ","","","","","","","","100221","TIME EASY INDUSTRIAL","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100222","Genius International","Trading Limited","Genius International","ｼﾞﾆｱｽ","","11/F Unit 1121-1122,Asia Trade","Center,79 Lei Muk Road,","Kwai Chung,NT.,Hong Kong","","","","100222","Genius International","通常","000008","河田哲哉",15,0,0,15,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100223","ベストビジョン　株式会社","","ベストビジョン㈱","ﾍﾞｽﾄﾋﾞｼﾞｮﾝ","700-0902","岡山県岡山市北区","錦町1-1","岡山駅前ビル8F","70009021-1-8","086-235-2850","086-235-2853","100223","ベストビジョン㈱","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100224","株式会社　フィラ・ビューテック","","㈱ﾌｨﾗ･ﾋﾞｭｰﾃｯｸ","ﾌｨﾗ･ﾋﾞｭｰﾃｯ","910-0034","福井県福井市","菅谷2丁目3-14","","91000342-3-14","0776-21-4472","0776-21-9868","100224","㈱ﾌｨﾗ･ﾋﾞｭｰﾃｯｸ","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",8046,2052,"000000","","西暦","","表示","出力対象",0
"100225","HONDY FAR EAST LTD","","HONDY FAR EAST LTD","ﾎﾝﾃﾞｨ","","Flat B&C 9/F Winner Fty Bldg,.55","Hung To RD., Kwnu Tong.Kowloon,","HK","","","","100225","HONDY FAR EAST LTD","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",-1022098,0,"000000","","西暦","","表示","出力対象",0
"100226","Silcon Innoproducts Ltd","","Silcon Innoproducts","ｼﾘｺﾝ","","C1,6thFloor,Hong Kong industrial","Centre,489-491,Castle Peak Road,","Kowloon,Hong Kong","","852-2744-0813","852-2744-0222","100226","Silcon Innoproducts","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,-6411906,"000000","","西暦","","表示","出力対象",0
"100227","協和海運　株式会社","","協和海運㈱","ｷｮｳﾜｶｲｳﾝ","231-0025","神奈川県横浜市中区","松影町2-5-4","","23100252-5-4","045-641-2211","045-641-2221","100227","協和海運㈱","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100228","株式会社　ソフィス","","㈱ソフィス","ｿﾌｨｽ","224-0054","神奈川県横浜市都筑区","佐江戸町269-1","","2240054269-1","045-532-6391","045-532-6392","100228","㈱ソフィス","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100229","KENTEX CRAFT LTD.","","KENTEX CRAFT LTD.","ｹﾝﾃｯｸｽｸﾗﾌﾄ","","Room4,11/F,Sun Cheong Industrial","Building2-4 Cheung Yee Street,","Cheung Sha Wan,Kowloon,Hong Kong","","","","100229","KENTEX CRAFT LTD.","通常","000008","河田哲哉",30,0,0,25,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,267950,"000000","","西暦","","表示","出力対象",0
"100230","吉田　株式会社","","吉田㈱","ﾖｼﾀﾞ ｶﾌﾞｼｷ","111-0041","東京都台東区","元浅草2-3-4","","11100412-3-4","03-3842-0531","03-3842-0537","100230","吉田㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",208881,60102,"000000","","西暦","","表示","出力対象",0
"100231","株式会社　ゼロファイブ","","ゼロファイブ","ｾﾞﾛﾌｧｲﾌﾞ","335-0033","埼玉県戸田市","笹目北町12-11","","335003312-11","048-449-6267","048-449-6268","100231","ゼロファイブ","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",29280,-3120,"000000","","西暦","","表示","出力対象",0
"100232","ハイファイブ　株式会社","","ハイファイブ㈱","ﾊｲﾌｧｲﾌﾞ ｶﾌ","103-0005","東京都中央区","日本橋久松町4-6","","10300054-6","03-5623-2106","03-5623-2107","100232","ハイファイブ㈱","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100233","ＧＲ　株式会社","","ＧＲ㈱","ｼﾞｰｱｰﾙ","107-0052","東京都港区","赤坂3-21-4","新日本ビルディング5F","10700523-21-4-5","03-5574-8883","03-5574-8884","100233","ＧＲ㈱","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100234","岩谷マテリアル　株式会社","","岩谷マテリアル㈱","ｲﾜﾀﾆﾏﾃﾘｱﾙ","104-0033","東京都中央区","新川1-4-1","住友不動産六甲ビル","10400331-4-1","03-3555-3501","03-3555-3900","100234","岩谷マテリアル㈱","通常","000018","上野良平",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","青木","表示","出力対象",0
"100235","株式会社　デザインファクトリー","","㈱ﾃﾞｻﾞｲﾝﾌｧｸﾄﾘｰ","ﾃﾞｻﾞｲﾝﾌｧｸﾄ","108-0075","東京都港区","港南2-12-32","SOUTH PORT 品川　6階","10800752-12-32-6","03-6872-1770","03-6872-1773","100235","㈱ﾃﾞｻﾞｲﾝﾌｧｸﾄﾘｰ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",104878,0,"000000","","西暦","","表示","出力対象",0
"100236","株式会社　ｾﾝﾁｭﾘｰﾄﾚｰﾃﾞｨﾝｸﾞｶﾝﾊﾟﾆｰ","","㈱ｾﾝﾁｭﾘｰﾄﾚｰﾃﾞｨﾝｸﾞｶﾝﾊ","ｾﾝﾁｭﾘｰﾄﾚｰﾃ","160-0022","東京都新宿区","新宿5-17-11","白鳳ビル4階","16000225-17-11-4","03-3208-5881","03-3207-4388","100236","㈱ｾﾝﾁｭﾘｰﾄﾚｰﾃﾞｨﾝｸﾞｶﾝﾊ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100237","モントレックス　株式会社","","モントレックス㈱","ﾓﾝﾚｯｸｽ ｶﾌﾞ","103-0025","東京都中央区","日本橋茅場町2-8-1","","10300252-8-1","03-3668-8550","03-3668-8555","100237","モントレックス㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",434970,408852,"000000","","西暦","","表示","出力対象",0
"100238","株式会社　クレセル","","㈱クレセル","ｸﾚｾﾙ","289-1223","千葉県山武市","埴谷1936-1","","28912231936-1","0475-88-3870","0475-88-3874","100238","㈱クレセル","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",36709,1491583,"000000","","西暦","","表示","出力対象",0
"100239","セイコーアイウェア　株式会社","ベストビジョン営業部","セイコーアイウェア㈱","ｾｲｺｰｱｲｳｪｱ","103-0000","東京都中央区","八丁堀1-9-9","セイコー八重洲通ビル","10400328-1-9-9","03-5542-5090","03-5542-5048","100239","セイコーアイウェア㈱","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,348623,"000000","","西暦","","表示","出力対象",0
"100240","スタイル　株式会社","","スタイル㈱","ｽﾀｲﾙ ｶﾌﾞｼｷ","130-0026","東京都墨田区","両国4-31-11","","13000264-31-11","03-5625-8165","03-5625-8145","100240","スタイル㈱","通常","000008","河田哲哉",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100241","株式会社　コアテック","","㈱コアテック","ｺｱﾃｯｸ","783-0092","高知県南国市","田村乙2040-1","","78300922040-1","088-804-6080","088-804-6081","100241","㈱コアテック","通常","000018","上野良平",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100242","ファミリーサービスエイコー","株式会社","ﾌｧﾐﾘｰｻｰﾋﾞｽｴｲｺｰ㈱","ﾌｧﾐﾘｰｻｰﾋﾞｽ","103-0028","東京都中央区","八重洲１丁目9-13","八重洲ヤヨイビル10F","10300281-9-13-10","03-3516-1444","03-3516-1445","100242","ﾌｧﾐﾘｰｻｰﾋﾞｽｴｲｺｰ㈱","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,75854,"000000","","西暦","","表示","出力対象",0
"100243","YU HING MFG.CO.","","YU HING MFG.CO.","ﾕｰﾋﾝｸﾞ","","","","","","852-2818-9202","852-2818-2738","100243","YU HING MFG.CO.","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100244","EVER SUNRISE INTERNATIONAL LTD","","EVER SUNRISE INTERNA","ｴﾊﾞｰｻﾝﾗｲｽﾞ","","FLAT 2401 TUNG CHE COMM.,CENTER","246 DES VOEUX ROAD,WEST","HONG KONG","","","","100244","EVER SUNRISE INTERNA","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100245","株式会社　キザキ","","㈱キザキ","ｷｻﾞｷ","384-0061","長野県小諸市","加増字上の平561-2","","3840061561-2","0267-22-1354","0267-23-5556","100245","㈱キザキ","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100246","株式会社　フォロー","","㈱フォロー","ﾌｫﾛｰ","110-0015","東京都台東区","東上野2-22-5","旭ビル2階","11000152-22-5-2","03-5816-8701","03-3837-8703","100246","㈱フォロー","通常","000015","石井伸洋",20,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,1363959,"000000","","西暦","","表示","出力対象",0
"100247","スタジオイエロー","","スタジオイエロー","ｽﾀｼﾞｵｲｴﾛｰ","190-0011","東京都立川市","高松町1-18-7","","19000111-18-7","042-529-2246","042-529-2246","100247","スタジオイエロー","通常","000008","河田哲哉",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,3742200,"000000","","西暦","","表示","出力対象",0
"100248","THREE ARROWS INTRENATIONAL LTD","","THREE ARROWS INTRENA","ｽﾘｰｱﾛｰｽﾞ","","9th Fioor,Amtel Building,148 Des","Voeux Rood Central Central,","Hong Kong","","","","100248","THREE ARROWS INTRENA","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100249","GLOBAL TIME(HK)LIMITED","","GLOBAL TIME(HK)LIMIT","ｸﾞﾛｰﾊﾞﾙﾀｲﾑ","","UINIT 509 HONG MAN INDUSTRIAL","CENTRE,NO.2 HONG MAN STREET,","CHAIWAN,HONG KONG","","","","100249","GLOBAL TIME(HK)LIMIT","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100250","Idea Creatime Ltd","","Idea Creatime Ltd","ｱｲﾃﾞｱｸﾘｴｰﾄ","","Room 2401 Tung Che Comm,Center,","246Des Voeux Road West,","Hong Kong","","","","100250","Idea Creatime Ltd","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100251","株式会社　大沢商会","","㈱大沢商会","ｵｵｻﾜｼｮｳｶｲ","103-0001","東京都中央区","日本橋小伝馬町1-7","スクエア日本橋5階","10300011-7-5","03-3527-2682","03-5614-5052","100251","㈱大沢商会","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,399161,"000000","","西暦","","表示","出力対象",0
"100252","エプソン販売　株式会社","","エプソン販売㈱","ｴﾌﾟｿﾝﾊﾝﾊﾞｲ","160-8801","東京都新宿区","新宿4-1-6","ＪＲ新宿ミライナタワー29階","16000224-1-6-29","03-5919-5211","","100252","エプソン販売㈱","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,2333309,"000000","","西暦","","表示","出力対象",0
"100253","ﾊｰﾄ光学　株式会社","","ﾊｰﾄ光学㈱","ﾊｰﾄｺｳｶﾞｸ ｶ","910-2148","福井県福井市","篠尾町82-31","","910214882-31","0776-41-0493","0776-41-0919","100253","ﾊｰﾄ光学㈱","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100254","有限会社　ヴォガ","","㈲ヴォガ","ｳﾞｫｶﾞ","142-0041","東京都品川区","戸越1-8-1","VOGAビル","14200411-8-1","03-5749-3355","03-5749-4455","100254","㈲ヴォガ","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,116205,"000000","","西暦","","表示","出力対象",0
"100255","株式会社　ボーディングパス","","㈱ボーディングパス","ﾎﾞｰﾃﾞｨﾝｸﾞﾊ","111-0032","東京都台東区","浅草6-5-3","テラ21ビル　2階","11100326-5-3-21-2","03-5808-9028","03-5808-9030","100255","㈱ボーディングパス","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,1062180,"000000","","西暦","","表示","出力対象",0
"100256","三嶋電子　株式会社","","三嶋電子㈱","ﾐｼﾏﾃﾞﾝｼ ｶﾌ","101-0054","東京都千代田区","神田錦町3-6","山城第3ビル6F　61号","10100543-6-3-6-61","03-3293-4791","03-3293-4792","100256","三嶋電子㈱","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100257","株式会社　ﾙｰﾂｲﾝﾀｰﾅｼｮﾅﾙ","","㈱ﾙｰﾂｲﾝﾀｰﾅｼｮﾅﾙ","ﾙｰﾂｲﾝﾀｰﾅｼｮ","659-0016","兵庫県芦屋市","親王塚町10-1","","659001610-1","0797-26-6966","0797-26-6965","100257","㈱ﾙｰﾂｲﾝﾀｰﾅｼｮﾅﾙ","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100258","PRIVE GOODS,LLC","","PRIVE GOODS,LLC","ﾌﾟﾘﾍﾞ","","20000 NE 15th Court,Miami FL,","33179 USA","","","01017865295044","","100258","PRIVE GOODS,LLC","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100259","株式会社　日本創作","","㈱日本創作","ﾆﾎﾝｿｳｻｸ","135-0011","東京都江東区","扇橋2-21-10","清洲橋通りビル3F","13500112-21-10-3","03-6666-0305","03-6730-6145","100259","㈱日本創作","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"200004","株式会社　アスカ","","㈱アスカ","ｱｽｶ","110-0015","東京都台東区","東上野1-14-9","中島ビル4F","11000151-14-9-4","03-3836-0951","03-3836-1180","200004","㈱アスカ","通常","000008","河田哲哉",20,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"200004","㈱アスカ","西暦","","表示","出力対象",0
"200006","有限会社　アベトレーディング","","㈲ｱﾍﾞﾄﾚｰﾃﾞｨﾝｸﾞ","ｱﾍﾞﾄﾚｰ","270-0114","千葉県流山市","東初石3-111-1","WOOD　PARK　E101","27001143-111-1-E101","04-7153-9264","04-7153-5546","200006","㈲ｱﾍﾞﾄﾚｰﾃﾞｨﾝｸﾞ","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"200009","株式会社　インポートフジイ","","㈱インポートフジイ","ｲﾝﾎﾟｰﾄ","110-0005","東京都台東区","上野1-18-11","山光堂ビル　5F","11000051-18-11-5","03-3832-0036","03-3837-3912","200009","㈱インポートフジイ","通常","000015","石井伸洋",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"200010","株式会社　ウィル","","㈱ウィル","ｳｨﾙ","910-0856","福井県福井市","勝見3-21-12","","91008563-21-12","0776-26-8070","0776-26-8507","200010","㈱ウィル","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"200014","有限会社　エースウォッチジャパン","","㈲ｴｰｽｳｫｯﾁｼﾞｬﾊﾟﾝ","ｴｰｽｳｫｯ","111-0055","東京都台東区","三筋2-9-7","2･9･7BUILDING　3F","11100552-9-7297-3","03-3862-1995","03-3862-1997","200014","㈲ｴｰｽｳｫｯﾁｼﾞｬﾊﾟﾝ","通常","000008","河田哲哉",20,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"200014","㈲ｴｰｽｳｫｯﾁｼﾞｬﾊﾟﾝ","西暦","","表示","出力対象",0
"200015","株式会社","エー・エス・ネットワーク","㈱ｴｰｴｽﾈｯﾄﾜｰｸ","ｴｰｴｽﾈｯ","231-0023","神奈川県横浜市中区","山下町162-1","飛栄ビル3F","2310023162-1-3","045-211-1730","045-211-1740","200015","㈱ｴｰｴｽﾈｯﾄﾜｰｸ","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"200015","㈱ｴｰ･ｴｽ･ﾈｯﾄﾜｰｸ","西暦","","表示","出力対象",0
