"得意先ｺｰﾄﾞ","得意先名１","得意先名２","得意先名略称","得意先名索引","郵便番号","住所１","住所２","住所３","電話番号","ＦＡＸ番号","取引区分名","請求先ｺｰﾄﾞ","請求先名","請求先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","入金日１","入金日２","入金日３","入金ｻｲｸﾙ１","入金ｻｲｸﾙ名１","入金ｻｲｸﾙ２","入金ｻｲｸﾙ名２","入金ｻｲｸﾙ３","入金ｻｲｸﾙ名３","入金条件１","入金条件名１","入金条件２","入金条件名２","入金条件３","入金条件名３","与信限度額"
"200627","株式会社　マキノ","㈱わかさ出版","㈱ﾏｷﾉ","ﾏｷﾉ","174-0072","東京都板橋区","南常盤台1-21-4","","03-5965-6721","03-5965-6731","","200627","㈱ﾏｷﾉ","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200628","有限会社　バルフィット","","㈲バルフィット","ﾊﾞﾙﾌｨｯﾄ","543-0054","大阪府大阪市天王寺区","南河堀町9-48","天王寺スカイハイツ817","06-6773-4139","06-6773-4138","","200628","㈲バルフィット","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200629","ダイキン福祉サービス","株式会社","ダイキン福祉サービス","ﾀﾞｲｷﾝﾌｸｼｻｰ","530-0005","大阪府大阪市北区","中之島2-3-18","","06-6221-1983","06-6221-1977","","200629","ダイキン福祉サービス","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200630","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　ｲｵﾝ春日部店","ﾙｯｿ春日部店","ﾋﾞﾌﾞﾚ","344-0122","埼玉県春日部市","下柳420-1","","048-718-3900","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200631","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾋﾞﾌﾞﾚ　ｲｵﾝﾀｳﾝﾕｰｶﾘが丘店","ﾋﾞﾌﾞﾚｲｵﾝﾀｳﾝﾕｰｶﾘ","ｲｵﾝﾀｳﾝﾕｰｶﾘ","285-0850","千葉県佐倉市","西ユーカリが丘6-12-3","","043-463-5151","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200632","株式会社　ダイワ","","㈱ダイワ","ﾀﾞｲﾜ","591-8025","大阪府堺市北区","長曾根町1607-1","","072-255-6513","072-255-5245","","200632","㈱ダイワ","通常","000020","高橋寛",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200633","ワイエストラーダ　株式会社","","ワイエストラーダ㈱","ﾜｲｴｽﾄﾗｰﾀﾞ","461-0003","愛知県名古屋市東区","筒井町4-38","ハウス108筒井1階","052-979-7737","052-979-6771","","200633","ワイエストラーダ㈱","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200634","株式会社　プレジール","","㈱プレジール","ﾌﾟﾚｼﾞｰﾙ","194-0013","東京都町田市","原町田1-13-1","壱番館ビル　1F","042-732-5112","042-732-5113","","200634","㈱プレジール","通常","000015","石井",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200635","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾋﾞﾌﾞﾚ　ｲｵﾝﾓｰﾙ橿原店","ﾋﾞﾌﾞﾚ橿原店","ﾋﾞﾌﾞﾚｶｼﾊﾗ","634-0837","奈良県橿原市","曲川町7-20-1","イオンモール橿原2F","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200636","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾋﾞﾌﾞﾚ　ｲｵﾝﾓｰﾙ多摩平の森店","ﾋﾞﾌﾞﾚ多摩平の森店","ﾋﾞﾌﾞﾚﾀﾏﾀｲﾗ","191-0062","東京都日野市","多摩平2-4-1","ｲｵﾝﾓｰﾙ多摩平の森2F　3058区画","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200637","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾋﾞﾌﾞﾚ　ｲｵﾝﾓｰﾙ筑紫野店","ﾋﾞﾌﾞﾚ筑紫野店","ﾋﾞﾌﾞﾚﾁｸｼﾉ","818-0042","福岡県筑紫野市","立明寺434-1","イオンモール筑紫野2F","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200638","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾋﾞﾌﾞﾚ　ｲｵﾝﾓｰﾙ福岡店","ﾋﾞﾌﾞﾚ福岡店","ﾋﾞﾌﾞﾚﾌｸｵｶ","811-2303","福岡県糟屋郡粕屋町","酒殿字老ノ木192-1","イオンモール福岡1F","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200639","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　ｸﾞﾗﾝﾙｯｿ横浜ﾋﾞﾌﾞﾚ店","ﾙｯｿ横浜ﾋﾞﾌﾞﾚ店","ﾋﾞﾌﾞﾚ","220-8577","神奈川県横浜市西区","南幸２丁目１５－１３　1F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200640","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　明石ﾋﾞﾌﾞﾚ店","ﾙｯｿ明石店","ﾋﾞﾌﾞﾚ","674-0068","兵庫県明石市","大久保町ゆりのき通1-3-2　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200641","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　北大路ﾋﾞﾌﾞﾚ店","ﾙｯｿ北大路ﾋﾞﾌﾞﾚ店","ﾋﾞﾌﾞﾚ","603-8142","京都府京都市北区","小山北上総町49-1　3F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200642","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿﾜｰﾙﾄﾞﾎﾟｰﾀｰｽﾞﾋﾞﾌﾞﾚ店","ﾙｯｿﾜｰﾙﾄﾞﾎﾟｰﾀｰｽﾞ店","ﾋﾞﾌﾞﾚ","231-0001","神奈川県横浜市中区","新港2-2-1　3F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200643","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン桑名店","ﾙｯｿｲｵﾝ桑名店","ﾋﾞﾌﾞﾚ","511-0863","三重県桑名市","新西方1丁目22番地　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200644","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　ｲｵﾝｽﾀｲﾙ北戸田店","ﾙｯｿ北戸田店","ﾋﾞﾌﾞﾚ","335-0032","埼玉県戸田市","美女木東1-3-1","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200645","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　ｲｵﾝｽﾀｲﾙ東浦店","ﾙｯｿ東浦店","ﾋﾞﾌﾞﾚ","470-2102","愛知県知多郡東浦町","緒川字旭13-2　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200646","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン津田沼店","ﾙｯｿ津田沼店","ﾋﾞﾌﾞﾚ","275-0016","千葉県習志野市","津田沼1-23-1","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200647","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン福岡伊都店","ﾙｯｿ福岡伊都店","ﾋﾞﾌﾞﾚ","819-0379","福岡県福岡市西区","北原1丁目2-1　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200648","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン水戸内原店","ﾙｯｿ水戸内原店","ﾋﾞﾌﾞﾚ","319-0317","茨城県水戸市","内原2丁目1番地　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200649","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン盛岡店","ﾙｯｿ盛岡店","ﾋﾞﾌﾞﾚ","020-0148","岩手県盛岡市","前潟4丁目7-1　2F","イオン盛岡店　2F　ﾙｯｿ","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200650","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン御所野店","ﾙｯｿ御所野店","ﾋﾞﾌﾞﾚ","010-1413","秋田県秋田市","御所野地蔵田1-1-1　1F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200651","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　イオン今治都市店","ﾙｯｿ今治都市店","ﾋﾞﾌﾞﾚ","794-0068","愛媛県今治市","にぎわい広場1番地1　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200652","ｲｵﾝﾘﾃｰﾙ　株式会社","ｴｽﾊﾟﾘｴ　イオン茨木店","ｴｽﾊﾟﾘｴ茨木店","ﾋﾞﾌﾞﾚ","567-0033","大阪府茨木市","松ケ本町8番30号-3　2F","","","","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200653","株式会社　ジェイオーディ","","㈱ジェイオーディ","ｼﾞｪｲｵｰﾃﾞｨ","491-8508","愛知県一宮市","花池４丁目１７－１２","","0586-46-1125","0586-462101","","200653","㈱ジェイオーディ","通常","000019","松宮",20,0,0,30,0,0,1,"翌月",0,"",0,"",2,"手形",0,"",0,"",5000000
"200654","株式会社　ｵｰﾙｱﾊﾞｳﾄﾗｲﾌﾏｰｹﾃｨﾝｸﾞ","","㈱ｵｰﾙｱﾊﾞｳﾄﾗｲﾌﾏｰｹﾃｨﾝｸ","ｵｰﾙｱﾊﾞｳﾄﾗｲ","150-0013","東京都渋谷区","恵比寿1-20-8","エビスバルビル6階","03-6277-1911","03-3442-2121","","200654","㈱ｵｰﾙｱﾊﾞｳﾄﾗｲﾌﾏｰｹﾃｨﾝｸ","通常","000015","石井",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200655","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　ﾋﾞﾌﾞﾚ三宮店","ﾙｯｿ三宮店","ﾋﾞﾌﾞﾚ","650-0021","兵庫県神戸市中央区","三宮町1-5-26　B1","","078-391-7511","078-391-7511","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200656","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿ　ﾋﾞﾌﾞﾚ天神店","ﾙｯｿ天神店","ﾋﾞﾌﾞﾚ","810-0001","福岡県福岡市中央区","天神1-11-1　4F","","092-731-9038","092-731-9038","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200657","ザザビー","","ザザビー","ｻﾞｻﾞﾋﾞｰ","470-0224","愛知県みよし市","三好町東山4番地43県営住宅","4棟305号　須賀","0561-32-8756","","","200657","ザザビー","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",300000
"200658","株式会社　シグマ","","㈱シグマ","ｼｸﾞﾏ","160-0023","東京都新宿区","西新宿3-3-11","杉本ビル503","03-3346-1470","03-6380-6893","","200658","㈱シグマ","通常","000019","松宮",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",0
"200659","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾆﾐｳｽ　ｲｵﾝ加古川店","ｲｵﾝ加古川店","ﾆﾐｳｽ","675-0101","兵庫県加古川市","平岡町新在家615-1","","070-6449-2171","","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200660","株式会社　読売エージェンシー","","㈱読売エージェンシー","ﾖﾐｳﾘｴｰｼﾞｪﾝ","102-0071","東京都千代田区","富士見2-1-12","","03-5226-9974","03-5226-9959","","200660","㈱読売エージェンシー","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
"200661","株式会社　ワイドシステム","","㈱ワイドシステム","ﾜｲﾄﾞｼｽﾃﾑ","755-0086","山口県宇部市","中宇部229-4","","0836-21-8483","0836-21-9024","","200661","㈱ワイドシステム","通常","000020","高橋寛",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",2000000
"200662","株式会社　カミング","","㈱カミング","ｶﾐﾝｸﾞ","530-0002","大阪府大阪市北区","曽根崎新地2-6-21","ギルドビル3F","06-6940-6696","06-6940-6697","","200662","㈱カミング","通常","000011","三島",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200663","イオン.COM　株式会社","","イオン.COM㈱","ｲｵﾝ.COM ｶﾌ","101-0052","東京都千代田区","神田小川町1-1","日幸神田ビル6階","03-5281-8921","03-5281-8984","","200663","イオン.COM㈱","通常","000019","松宮",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",5000000
"200664","株式会社　ハルメク","業務部業務管理課","㈱ハルメク","ﾊﾙﾒｸ","101-0051","東京都千代田区","神田神保町2丁目2番地","共同ビル神保町6階","03-3261-1115","03-3261-1374","","200664","㈱ハルメク","通常","000020","高橋寛",30,0,0,5,0,0,3,"3ヶ月後",0,"",0,"",1,"振込",0,"",0,"",10000000
"200665","松美商事　株式会社","","松美商事㈱","ﾏﾂﾐｼｮｳｼﾞ ｶ","101-0054","東京都千代田区","神田錦町3-15","錦精社神田ビル1階","03-5282-5283","03-5282-5286","","200665","松美商事㈱","通常","000011","三島",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",2000000
"200666","泉友　株式会社","","泉友㈱","ｾﾝﾕｳ ｶﾌﾞｼｷ","550-0012","大阪府大阪市西区","立売堀4-1-20","三井住友銀行立売堀ビル5F","06-6110-7000","06-6110-7001","","200666","泉友㈱","通常","000011","三島",30,0,0,25,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
"200667","クルーズ　株式会社","","クルーズ㈱","ｸﾙｰｽﾞ ｶﾌﾞｼ","106-6138","東京都港区","六本木6丁目10番1号","六本木ヒルズ森ビルタワー38F","03-3865-2091","03-3865-2092","","200667","クルーズ㈱","通常","000011","三島",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",3000000
"200668","株式会社　ﾘｸﾙｰﾄﾗｲﾌｽﾀｲﾙ","","㈱ﾘｸﾙｰﾄﾗｲﾌｽﾀｲﾙ","ﾘｸﾙｰﾄﾗｲﾌｽﾀ","100-6640","東京都千代田区","丸の内1-9-2","グラントウキョウサウスタワー","03-6835-8320","03-6834-8833","","200668","㈱ﾘｸﾙｰﾄﾗｲﾌｽﾀｲﾙ","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200669","株式会社　ロイヤルユキ","","㈱ロイヤルユキ","ﾛｲﾔﾙﾕｷ","198-0024","東京都青梅市","新町9-2197-1","","0428-28-5800","0428-28-5805","","200669","㈱ロイヤルユキ","通常","000018","上野",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200670","アマゾンジャパン　合同会社","ｼｭｰｽﾞ&ﾊﾞｯｸﾞ事業部","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝｼｭｰｽﾞ","ｱﾏｿﾞﾝｼｭｰｽﾞ","153-0064","東京都目黒区","下目黒1-8-1","ARCO TOWER ANNEX","03-4288-4161","03-4288-4004","","200295","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ合同会社","支店","000012","三島No.2",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200671","株式会社　アイメックスワールド","","㈱ｱｲﾒｯｸｽﾜｰﾙﾄﾞ","ｱｲﾒｯｸｽﾜｰﾙﾄ","553-0006","大阪府大阪市福島区","吉野4丁目21-19-3F","","06-6460-3000","06-7635-9070","","200671","㈱ｱｲﾒｯｸｽﾜｰﾙﾄﾞ","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200672","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾙｯｿｲｵﾝｽﾀｲﾙ長久手店","ﾙｯｿ長久手店","ﾋﾞﾌﾞﾚ","480-1100","愛知県長久手市","中央土地区画整理事業地内","5-10-11街区","0561-61-5501","0561-61-5502","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200673","株式会社　ジュエラーズジャパン","","㈱ｼﾞｭｴﾗｰｽﾞｼﾞｬﾊﾟﾝ","ｼﾞｭｴﾗｰｽﾞｼﾞ","110-0015","東京都台東区","東上野1-26-2","オーラムビル1階","03-5812-0811","03-5812-0818","","200673","㈱ｼﾞｭｴﾗｰｽﾞｼﾞｬﾊﾟﾝ","通常","000019","松宮",30,0,0,25,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200674","株式会社　ペリオド","","㈱ペリオド","ﾍﾟﾘｵﾄﾞ","110-0015","東京都台東区","東上野3-24-9","MITAビル　4F","03-5812-8440","03-5812-8441","","200674","㈱ペリオド","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200675","ｲｵﾝﾘﾃｰﾙ　株式会社","ｴｽﾊﾟﾘｴｲｵﾝｽﾀｲﾙ堺鉄砲店","ｴｽﾊﾟﾘｴ堺鉄砲店","ﾋﾞﾌﾞﾚ","590-0905","大阪府堺市堺区","鉄砲町1-1","","072-221-0006","072-221-0096","","200625","ﾋﾞﾌﾞﾚｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200676","株式会社　JP三越ﾏｰﾁｬﾝﾀﾞｲｼﾞﾝｸﾞ","","㈱JP三越ﾏｰﾁｬﾝﾀﾞｲｼﾞﾝｸ","ｼﾞｪｲﾋﾟｰﾐﾂｺ","135-0016","東京都江東区","東陽4-1-13","東陽セントラルビル","03-6738-3605","03-3647-2823","","200676","㈱JP三越ﾏｰﾁｬﾝﾀﾞｲｼﾞﾝｸ","通常","000020","高橋寛",10,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",0
"200677","株式会社　ジャストシステム","ビジネスサポートグループ","㈱ジャストシステム","ｼﾞｬｽﾄｼｽﾃﾑ","163-6017","東京都新宿区","西新宿6-8-1","住友不動産新宿オークタワー","03-5324-7900","03-5324-7972","","200677","㈱ジャストシステム","通常","000015","石井",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200678","有限会社　クロスナイン","","㈲クロスナイン","ｸﾛｽﾅｲﾝ","550-0014","大阪府大阪市西区","北堀江1-5-2","四ツ橋新興産ビル4F-2","06-6533-2340","06-6533-2338","","200678","㈲クロスナイン","通常","000011","三島",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200679","社会福祉法人　日本ライトハウス","情報文化センター","日本ﾗｲﾄﾊｳｽ情報文化ｾﾝ","ﾆﾎﾝﾗｲﾄﾊｳｽｼ","550-0002","大阪府大阪市西区","江戸堀1-13-2","","06-6441-0015","06-6441-0095","","200679","日本ﾗｲﾄﾊｳｽ情報文化ｾﾝ","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200680","社会福祉法人　日本点字図書館","","日本点字図書館","ﾆﾎﾝﾃﾝｼﾞﾄｼｮ","169-8586","東京都新宿区","高田馬場１丁目２３－４","","03-3209-0241","03-3204-5641","","200680","日本点字図書館","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1500000
"200681","有限会社　ブラボー","","㈲ブラボー","ﾌﾞﾗﾎﾞｰ","221-0841","神奈川県横浜市神奈川区","松本町4-32-7","","045-317-6400","045-317-6401","","200681","㈲ブラボー","通常","000019","松宮",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200682","株式会社　優生活","","㈱優生活","ﾕｳｾｲｶﾂ","664-0842","兵庫県伊丹市","森本8-29","","072-744-1216","072-744-1239","","200682","㈱優生活","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200683","社会福祉法人　日本盲人会連合","用具購買所","日本盲人会連合","ﾆﾎﾝﾓｳｼﾞﾝｶｲ","169-8664","東京都新宿区","西早稲田２丁目１８－２","","03-3200-6422","03-3200-6428","","200683","日本盲人会連合","通常","000020","高橋寛",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1500000
"200684","社会福祉法人　名古屋ライトハウス","","(福）名古屋ﾗｲﾄﾊｳｽ","ﾅｺﾞﾔﾗｲﾄﾊｳｽ","455-0013","愛知県名古屋市港区","港陽1-1-65","","052-654-4521","052-654-4481","","200684","(福）名古屋ﾗｲﾄﾊｳｽ","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200685","株式会社　小原","","㈱小原","ｵﾊﾞﾗ","960-8068","福島県福島市","太田町12-29","ﾌﾟﾗｻﾞﾊﾟﾃｨｰﾅ1F-B1F","024-536-1818","024-536-1881","","200685","㈱小原","通常","000020","高橋寛",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200686","バイオメディカルネット","株式会社","ﾊﾞｲｵﾒﾃﾞｨｶﾙﾈｯﾄ㈱","ﾊﾞｲｵﾒﾃﾞｨｶﾙ","113-0034","東京都文京区","湯島2-18-6","湯島夏目ビル6F","03-5840-8172","03-5840-8173","","200686","ﾊﾞｲｵﾒﾃﾞｨｶﾙﾈｯﾄ㈱","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200687","ヒロウン株式会社","メディカル店","ヒロウン株式会社","ﾋﾛｳﾝﾒﾃﾞｨｶﾙ","540-0012","大阪府大阪市中央区","谷町4-5-8","","06-6945-3939","06-6945-5530","","200481","ヒロウン㈱","支店","000015","石井",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",0
"200688","一般社団法人　大阪府視覚障害者","福祉協会","(一財)大阪府視覚障者","ｵｵｻｶﾌｼｶｸｼｮ","543-0072","大阪府大阪市天王寺区","生玉前町5番25号","","06-6772-1766","06-6773-4931","","200688","(一財)大阪府視覚障者","通常","000020","高橋寛",30,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200689","ハートフル","","ハートフル","ﾊｰﾄﾌﾙ","460-0008","愛知県名古屋市中区","栄2-2-23","アーク白川公園ビルディング7階","052-228-0355","052-229-0076","","200689","ハートフル","通常","000020","高橋寛",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200690","株式会社　はぴねすくらぶ","","㈱はぴねすくらぶ","ﾊﾋﾟﾈｽｸﾗﾌﾞ","810-0042","福岡県福岡市中央区","赤坂1-14-6","はぴねすくらぶｾﾝﾄﾗﾙﾋﾞﾙ6階","092-715-6131","092-752-2618","","200690","㈱はぴねすくらぶ","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
"200691","社会福祉法人　名古屋ライトハウス","情報文化センター","(福)名古屋ﾗｲﾄﾊｳｽ情報","ﾅｺﾞﾔﾗｲﾄﾊｳｽ","455-0013","愛知県名古屋市港区","港陽1-1-65","","052-654-4521","052-654-4481","","200691","(福)名古屋ﾗｲﾄﾊｳｽ情報","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200692","社会福祉法人　京都ライトハウス","","(福)京都ライトハウス","ｷｮｳﾄﾗｲﾄﾊｳｽ","603-8302","京都府京都市北区","紫野花ノ坊町11","","075-462-4400","075-462-4402","","200692","(福)京都ライトハウス","通常","000020","高橋寛",20,0,0,5,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200693","株式会社　トラストメディカル","","㈱トラストメディカル","ﾄﾗｽﾄﾒﾃﾞｨｶﾙ","981-3212","宮城県仙台市泉区","長命ケ丘3-28-1","","022-342-6780","022-342-6781","","200693","㈱トラストメディカル","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200694","株式会社　アメディア","","㈱アメディア","ｱﾒﾃﾞｨｱ","176-0011","東京都練馬区","豊玉上1-15-6","第10秋山ビル1階","03-6915-8597","03-3994-7177","","200694","㈱アメディア","通常","000020","高橋寛",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
